,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
"Engranajes, hornos, elevadores y otras maquinarias de uso general",0.08260872554374456,0.014916900544112587,0.005655644715617729,0.014807377584648694,0.003216460150746051,0.025606988121567212,0.0006012234037939005,0.01389001383855632,0.00041734011922031053,0.003172060470901766,0.008758167245889403,0.0,0.0,0.0,0.009823900156451928,0.002681273889519789,0.009425427792250942,4.653671319967754e-06,0.007092040437901189,0.0023408669710936283,0.0015959843118694245,0.005495437511113099,0.0013776413644401215,0.0002930125799983322,0.005953409382945816,0.0007578313942262896,1.2639427542752297e-05,0.0038197643501754652,4.836443909573738e-06,0.004022107666299259,0.004023583906446077,0.012133527074152902,0.0017920571222267367,0.0024963783259883813,0.0030348263749676117,0.0027578134262747876,0.0034159353431560276,4.141908069070998e-05,0.0045404647898518,0.010063290070545858,0.0084260835100053,0.006165017863419638,0.004073466763978541,0.002894738214749609,0.0003229310469738348,0.002565142997970141,0.008345101193379879,0.0,0.0015410962972677504,0.0021022643850780007,0.0007546258441932,0.0020200307791852774,0.0006465228871562451,0.0002046912409287327,0.00563874528079416,4.7169387548313626e-05,0.001262607108428109,0.0008745246629747257,0.020076528570399616,0.002182726502794543,0.0009667123452859902,0.0016670687897961825,1.5662204986235885e-05,0.0013281802898067485,0.020216644849477557,0.0036702282530178313,0.0,0.0018604140707393745,7.015655554875858e-06,0.0005364094316336244,0.0003760475733993278,0.01545607968345024,0.22610188286838628,0.0006381012886044002,0.0011320090634396483,0.007062037614345869,0.0,0.0020207196912537923,0.004341312964331126,7.208269745460627e-05,0.0046192819542618885,1.2231704073631254e-05,0.0006127240175091077,2.8400048538776015e-05,0.000738555915737843,0.004247424090993529,1.9261419058476804e-05,0.0036830785720101287,0.00012720972236576506,5.019216499179722e-06,0.007929110779436659,0.0,1.5324778666963298e-06,0.0,0.016707228356453052,0.25117187106226113,0.018190146732506223,0.01820746795022888,5.483177688179528e-07,0.018190948120014493,0.0,0.0,0.0,0.0,0.0,0.0,5.007968955203969e-05,0.00011464059197286122,0.0,0.0,0.00035560516222339693,4.6396118899980625e-07,0.0017152645157322837,2.319805944999031e-06,4.906741059422193e-06,1.588715586575094e-06,0.0,0.0,5.778425717543042e-06,0.020808870218090855,0.002184371456100997,0.0,4.2178289909073294e-07
Tractores y maquinaria agrícola,0.1501292584720345,0.03409401147808308,0.01714657197459157,0.011309558349503356,0.0016536375790847865,0.006062472392687775,0.004241539853321536,0.025943517614068698,0.0001090856057375658,0.001850128311089738,0.0016517245956021236,0.0,0.0,0.0,0.0007116298555506172,0.0,0.0007814992998935926,0.002031451816910719,0.0003514423941006504,0.00609567632027971,0.0016805559895194011,0.0005065306978736823,0.004059715328017,0.002674669739343247,0.00037772314337437715,0.004498107376127259,0.0,0.0036674170723937625,0.002931328356600526,0.0003858305495628058,0.008125625078739766,2.441331301684145e-05,0.00010685379167445902,9.560362690736977e-05,4.4772922939468555e-05,0.0003172364275416058,0.004006971640566436,0.00014962263667970925,0.00018770011742985749,0.0005329936360505198,0.0006540126149418402,0.005644257765597032,0.0,0.00020760425509470769,2.7282788240835875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417226252291367,0.0,0.0,0.0,0.00045989033867732855,0.5257191975271135,0.04701493958114953,0.0010259512606424508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024306960244650542,0.0004787924373750696,0.0194691161114475,0.0039501287027958795,0.0,0.0,0.0,0.0,0.0,0.0,0.0061519726913409345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768317750564624e-05,0.0,0.0621130706236153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otra maquinaria de uso especial,0.00819622098688531,0.0008715866545371912,0.012493114659579209,0.007532463139068066,0.007087212350885037,0.09486868764124601,0.0022429920288165746,0.02982853755737171,0.0008118119715570173,0.0013107481910583604,0.01748085893748442,0.05883343763995902,0.01470836676415843,0.04118334457295446,0.008247435417529248,0.0028869230378894125,0.0023857805677859464,0.0006670230987083874,0.0005755666570817334,0.0017233170536552793,0.0009726035154397094,0.0005364718964121218,0.0031981220394874735,0.000683672936585739,0.001156487148957951,0.0013112482745281748,0.0002646912389053173,0.002320034299842694,0.0008560840669729433,0.003179766034477814,0.0016553645351099044,0.0016955477127432298,0.0007290628656400738,0.001255886092752246,0.000914240832844894,0.001626830360655786,0.0011416023115622975,4.865517994547619e-05,0.0012254398344429547,0.0011376310604784769,0.0012164971653356848,0.0016207705256686227,0.0009372446724563586,0.001353725952787708,0.000192620385902647,0.000794838550258021,0.0015026037434189383,3.0299174935816496e-05,0.00014467120614985,0.000781336296573031,0.00010528227873328857,0.0006101018331736253,0.001149309480332379,0.0009128582491342305,0.0007736291278029495,0.0006521970946621238,0.0006157204180403641,0.000829314893000523,0.002018160384122938,0.0006256632540872631,6.074543324510782e-05,0.00047196112880605807,0.0005070846383918492,0.0032774588111398007,0.00032831950627053194,0.0005968054962115,3.2917258983668593e-05,0.005263466769821139,0.00010651777907047721,0.00016070329385860728,8.539660663949056e-05,0.002928312299185232,0.004210349815741304,0.0010818570452568186,0.23420362075140483,0.018078135100491038,2.6475007225470724e-07,3.285842563427866e-05,5.14497640414981e-05,8.875010755471686e-05,0.0007221793637614514,1.8326588334964734e-05,0.0002674858230013392,0.00029528458058808346,0.0057785233270553245,0.0031298459375204537,0.0007115893608712631,0.0006921449388978896,0.0018509560051567433,0.00010554702880554329,0.00040559711069421145,0.0,0.00015440812547388424,2.9416674694967468e-08,0.00022830281230764253,0.2236845708805808,0.00015387862532937485,0.0002554249863764025,0.0,0.0,0.0,8.825002408490241e-08,8.825002408490241e-08,0.0,0.0,2.9416674694967468e-08,0.0,0.0,0.0,0.0,0.0040104046778396095,0.0,0.07412101872886136,8.3190356037368e-05,0.00017544104788078598,2.1003505732206772e-05,0.0,0.0,6.286343382314548e-05,0.054147743777821736,0.0006436074256511933,3.824167710345771e-07,1.3531670359685036e-06
Aparatos de uso doméstico,5.144881686013623e-05,2.5310240852482046e-07,7.5470536360128275e-06,2.761117183907132e-07,6.304550903254619e-06,0.00026842660889550503,7.80015604453765e-06,0.0032982004947968015,9.203723946357107e-08,3.267322000956773e-06,4.976913723992606e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000646722672400648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.761117183907132e-07,0.0,0.0,0.0,1.0814375636969602e-05,0.0,0.0,0.0,1.371354868007209e-05,7.455016396549257e-06,2.7312050810814715e-05,0.0006296267551702897,0.23910971089745534,0.0,0.0,0.0,0.0,7.593072255744614e-07,0.0,0.0,0.007877743437405438,4.55124149147359e-05,0.008209353611192686,4.049638536397127e-06,0.0,1.0768357017237814e-05,5.752327466473192e-07,0.0,0.0,0.0,0.0,1.6566703103442793e-06,0.516588274331442,0.007102053583206462,0.012109293577602313,0.0,0.0004859796336775212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20023789785656543,3.681489578542843e-07,0.00019574019902914976,6.143485734193369e-05,0.00012355999397984418,1.610651690612494e-07,0.0,8.246536655935969e-05,0.0027233358971073362,0.0,0.0,0.0,0.0
Máquinas de oficina e informática,0.15098136382382848,0.03350738824402561,0.02184864088826102,0.037843107627614496,0.018501610652812698,0.034255995054602376,0.03527970338636654,0.034549237661076766,0.00023663782769918682,0.013505808362167708,0.001039093809159457,0.0356972927989536,0.0006046262982357679,0.0035940015927413615,0.0011240583858200092,0.000155347394894226,0.0013902041813594148,0.0006906242278557054,0.0023423815249350366,0.0013663222462980706,0.00032665435216117734,0.0010315158874572997,0.0016726539902580078,0.0006086448930778211,0.0012714834080256162,0.0013384217163946728,8.783500154773311e-05,0.0010935170650204053,0.00042114873944717,0.002323781171666105,0.0008542384464250122,0.0014581758426878567,0.0005403287807629176,0.0009010837805838032,0.000663297782929744,0.001486880091559665,0.0007273656664116199,3.765997451981236e-05,0.0010056820634726724,0.0013751631549505873,0.002063950310878497,0.0009388585720991027,0.0014771206469432502,2.8015346898884806e-05,0.0,0.0008320787662959762,0.0,0.03276819642707881,0.0,2.2733765106472096e-05,7.302360912988008e-05,2.2044863133548698e-05,0.000108502060735435,6.383824949090144e-05,4.937130805951011e-05,1.4926209413340265e-06,1.9059621250880646e-05,5.465288985192282e-05,0.0,4.0989667388942115e-05,4.856758909109949e-05,0.0,2.4570837034267826e-05,6.670867437808227e-05,0.0,4.9486125054997336e-05,8.450530867860335e-05,4.431936025807186e-05,4.6845334158790986e-05,4.868240608658671e-05,0.0001256097930630327,3.788960851078683e-06,1.8944804255393413e-05,3.8463693488223e-05,0.0,2.560418999365292e-05,0.1247941331270914,0.0,0.0,1.2859503494570077e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3422667079395493e-05,0.0,0.0,8.037189684106297e-06,0.0001413397214447836,0.0,0.0007755888045162577,0.001123025032860624,0.002225038555547085,0.0,0.04826676856292293,0.08551099074207602,0.007295012625276824,0.01848289548254828,0.00013559887167042197,0.009001422812208079,0.0,0.0006444677956698379,0.010338581541652393,0.029006562020926087,0.0027102551784761305,0.0,0.0,0.024512280366569335,0.06087895624921351,0.0,0.0,0.02226358950995188,0.0,0.010687280756947116,0.015815122592402423,0.0,0.0012160267992052827,0.029699941856673486,0.0,0.0075017980341493306,0.0
"Motores, generadores y transformadores eléctricos",0.002884912269860622,0.00029830638749398723,0.00022571906420338164,0.000503201566531784,0.00015380894043035608,0.001447090719128749,0.00021539177156028674,0.0011075598110020797,8.211044150657424e-06,0.00012037221424984388,0.0001505075927821536,4.232496984874961e-08,4.232496984874961e-08,0.0,0.00014369327263650492,0.004206678753267223,0.00014216957372194993,1.6929987939499843e-07,4.232496984874961e-08,5.1763438125020766e-05,1.608348854252485e-05,9.10410101446604e-05,9.72627807124266e-05,2.903492931624223e-05,6.132888131083818e-05,4.012407141661463e-05,3.089722798958721e-06,4.410261858239709e-05,1.6929987939499843e-07,8.452296478795295e-05,5.045136405970953e-05,0.0001504229428424561,2.7638205311233494e-05,4.037802123570712e-05,2.971212883382222e-05,4.998578939137328e-05,3.077025308004096e-05,1.5236989145549857e-06,3.381765090915094e-05,8.211044150657423e-05,0.00012062616406893637,4.0970570813589615e-05,6.83548263057306e-05,4.507609288891833e-05,5.1636463215474516e-06,3.1616752477015956e-05,0.00013844497637525996,1.7480212547533585e-05,0.0,2.0019710738458565e-05,4.85467404165158e-05,2.15857346228623e-05,2.5394981909249764e-07,2.15857346228623e-06,2.1162484924374805e-07,1.3967240050087369e-05,1.3755615200843621e-05,1.60411635726761e-05,0.00018593359254555702,2.023133558770231e-05,0.0003205269966645808,0.00013290040532507375,8.888243668237417e-07,6.34874547731244e-05,0.0001892349401937595,4.215566996935461e-05,1.8961586492239824e-05,0.00254174141432696,6.141353125053567e-05,0.002424374272936377,0.043507063931655335,0.14746180330189787,0.12086428434930543,0.019798986020697337,0.05669336596306342,0.08243693632398749,1.739556260783609e-05,0.04567482191239874,0.012246687700765849,0.0008558955402814145,0.013813727384445956,0.04359581939342816,0.014200069709225343,0.04216015641615857,0.010564862698855936,0.0023890752480825203,2.255920892938354e-05,0.00579433069726367,0.0005635992985059497,5.036671412001202e-06,0.0011859456551619638,0.0,0.15020200649984564,0.0,1.8749961642996075e-05,0.15499958415717122,0.0013732336467426809,0.002277845227320006,2.1543409653013548e-05,0.0010544842988117475,0.0,0.0,4.232496984874961e-08,0.0,0.0,8.464993969749922e-08,0.0,0.0009576870927676573,0.0,0.0,7.588867093880804e-05,4.232496984874961e-08,0.0023474274777513507,0.00046455886905987566,0.0009830820746769072,4.23249698487496e-06,0.0,0.0,9.311493366724913e-07,0.0,2.8273079858964736e-05,0.0,0.0021085030229551593
Aparatos de control y distribución de energía eléctrica,0.00037332598130146953,4.661287461978466e-05,1.4719855143089894e-05,2.770547447909161e-05,1.9372682918204514e-05,0.00029972670558602005,0.00012613393113992548,2.9651202457775904e-05,6.767749491075813e-07,3.925294704823971e-05,0.0016911760009512072,6.3447651478835745e-06,0.0,0.0,0.0001746925337383944,0.00031846491198943625,2.220667801759251e-05,7.444524440183395e-06,2.3264138875573108e-06,1.4423766102855327e-05,1.2604933427128702e-05,9.830156135787618e-05,1.3831588022386193e-05,3.058176801279883e-05,4.322899987424676e-05,2.6098133974961103e-05,1.226654595257491e-06,6.243248905517437e-05,0.0,2.9439710286179788e-05,2.07685312507389e-05,0.00010363116408209838,1.763844711111634e-05,2.8720636902752983e-05,1.4550661405812998e-05,8.425848116389388e-05,8.045162207516373e-05,4.779723078072293e-06,5.498796461499098e-07,1.4846750446047563e-05,4.352508891448132e-05,4.1367868764200904e-05,2.9862694629372024e-05,2.064163594778123e-05,0.0,4.826251355823439e-05,9.787857701468395e-05,1.1420577266190434e-06,2.064163594778123e-05,2.4067809127638363e-05,9.474849287506139e-06,1.3281708376236284e-05,4.208694214762771e-05,3.024338053824504e-05,1.2647231861447926e-05,1.1420577266190434e-06,2.4152405996276808e-05,3.3838747455379067e-06,0.00020963104048607331,2.9608904023456683e-07,3.9041454876643596e-05,3.4346328667209747e-05,8.882671207037005e-06,7.304939606929956e-05,0.0001444914516344686,1.0532310145486735e-05,1.213965064961724e-05,0.0002472766470301825,9.009566509994676e-06,2.9862694629372024e-05,0.0027164477504148738,0.0094061143317374,0.008989686245864641,0.001267261092203946,0.0035399982666101614,0.016849116028285302,0.0,0.02325631366522405,0.03811846074136382,0.0033491054325275045,0.001902795067850284,0.0027226656202597992,0.001826234901732489,0.0026386609297018213,0.004006549997151201,0.0009596245794002311,2.1149217159611914e-05,5.456498027179874e-06,0.0001352703929528778,7.95210565201408e-06,0.00012490727654466797,0.0,0.07074726148304149,8.671179035440885e-05,0.00024448495036511375,0.6927459496393995,0.0032368030894099654,0.013770043800451721,1.049001171116751e-05,0.000198802641300352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764223578187831,0.0,0.0,0.0014257110271637585,0.0,0.011848383630895064,5.68067972907176e-05,0.00011860480983110362,1.137827883187121e-05,0.0004802564232604674,8.036702520652528e-07,1.734235807088177e-06,0.0,0.0010142741565406681,0.0,0.0005508102117049328
Hilos y cables aislados,0.0004592678601872972,4.654170925753323e-05,3.12859800505758e-05,7.77103375449786e-05,2.375199685760143e-05,0.00019733872488015102,9.148743453649245e-05,0.00021876715682776968,1.2439286891826837e-06,2.114678771610562e-05,3.227173486087151e-05,0.0,0.0,0.0,0.004504735190583019,0.0,0.0005769247379018782,0.00019177625130776805,0.0,0.00036836718446645695,0.00032494703210819345,0.002546533259930588,0.00035775858507946503,0.0008092577585475271,0.0011151233939707106,0.0006729419504952058,3.464224047610643e-05,0.0016109345931968274,0.0,0.0007721746013983074,0.0005590637995534249,0.0026663963507920214,0.00045523095953561003,0.0007472021462041494,0.0003739061876862138,0.0022218678720539076,0.002062879703364785,0.00013249014057426886,0.0,0.0003826371588631187,0.0017306803322951303,0.0011522534918251824,0.0012348691330690135,0.0006163314599610806,0.0,0.0012900009913876952,0.002579438694312364,6.15627349382298e-05,0.000740724328879349,0.0006280901066267509,0.0002407588772384145,0.00106022623917829,0.0011020973482632316,0.0008229644444811626,0.0003255572612764718,2.6756201993740744e-05,0.000627597229221603,0.0,0.0063728579078565235,3.971183664334153e-05,0.0008171907377351449,0.0008837057170774792,0.0002293053451568834,0.0018846458455222702,0.006812457612543158,0.02403521360274044,0.0005987991065493926,0.004792247010252601,0.0009605007108700404,0.001433146672054208,0.004925699435284541,0.0006526400954736393,0.00673294005784597,0.0014601141072215836,0.00029237018266318283,0.012239648072389328,0.0,0.029499581101146335,0.007038218934453502,0.04323558150521193,0.007676448233414723,0.004041242666923026,0.0034362004465750937,0.0005279655823238579,0.004583712927169806,0.02680187529995111,0.0010285882038383227,0.0029995814766719717,0.001608446735818462,0.00021597418486526517,0.0019509026509857176,0.00023627603988683163,0.06836897290732705,0.0,0.0,0.5445297836897197,5.2291945650924894e-05,8.679336401127478e-05,4.858362993600292e-06,0.00023742608716550994,0.0,0.0,0.0,0.0,0.0,2.347035262608837e-08,0.0,0.1340782385143605,0.0,0.0,2.0184503258435998e-05,0.0,0.0016781771534705706,0.0005290921592499101,0.001110452793798119,0.0001933252945810899,0.0,0.0,0.0,0.0,8.064413162323963e-05,0.0,5.743195287603824e-05
Acumuladores y pilas,0.08384358280553951,0.007609581235766248,0.005497235337808533,0.013208175814605214,0.003730757547290737,0.030264754376138046,0.002488591049482976,0.02623931316274194,0.00027435914094421686,0.003223127290350109,0.0001863886259918632,3.862976704494574e-05,4.47754118020962e-06,2.379242470268249e-05,4.42486422514833e-05,0.00013599433898322944,2.826996588289211e-05,3.1342788261467336e-05,9.306262060827837e-06,7.032373500682167e-05,2.4845963803908282e-05,1.2247392051749843e-05,2.287057798910992e-05,3.555694466637051e-05,1.6812728157061612e-05,6.189542219701533e-05,6.233439682252607e-06,6.760209232865504e-05,3.165007049932486e-05,2.4626476491152908e-05,6.474875726283519e-05,3.094771109850767e-05,3.432781571494042e-05,5.22379804357789e-05,3.792740764412855e-05,6.624127098957173e-05,4.841890119383539e-05,2.4143604403091088e-06,4.6224028066281656e-05,1.641765099410194e-05,5.6232649527926696e-05,7.818138080346404e-05,5.790075310486753e-05,6.110526787109598e-05,7.94544072174452e-06,4.376577016342148e-05,3.915653659555863e-05,0.0,1.6549343381755163e-05,3.3493763926469994e-05,1.2730264139811662e-06,9.336990284613589e-05,5.566198251476272e-05,4.499489911485157e-05,4.4819309264647277e-05,2.844555573309641e-05,3.1430583186569487e-05,3.107940348616089e-05,0.00011018263100319751,3.2923096913306024e-05,4.1658691960969894e-05,2.633847753064482e-06,2.9279607521566825e-05,1.7602882482980956e-05,0.0002887575086609694,0.0021233641610580345,3.0596531398099064e-05,0.0022896038517389544,6.948968321835125e-05,6.650465576487818e-05,0.0018524290221928015,0.0077321429512088495,0.0048008459918982855,0.005253736113037723,0.005445875306623776,0.012635621210551546,0.0009236465095371628,0.023949972695778296,0.0016582266478668468,0.0031191342015666128,0.2335288818965109,0.0017906213949208884,0.01139929307526308,0.0038074464143674643,0.020017506308065373,0.09087384922801924,8.182487019520324e-05,0.00026623811037226804,0.01326195020623028,7.418671171131624e-06,7.901543259193447e-05,2.098298709941371e-05,0.0003876145943259896,8.340517884704193e-06,3.257191721289743e-05,0.22335735695133882,0.019328579530788804,0.032080046145012635,0.00042396169331827946,0.018227675067470403,1.0096416386747182e-06,6.668024561508248e-05,7.023594008171952e-07,4.784823418067143e-06,7.655717468907429e-05,0.00021606331067638968,2.006114038584114e-05,0.04756211051976352,0.0,0.00018147211018614283,0.001311041616550397,6.145644757150458e-07,0.024752374413749393,0.0017161712984342654,0.0032992893878762237,0.00016408871501591725,0.00011707453262371623,0.0,1.5364111892876147e-05,0.0002198823899183332,0.00029766869355883754,5.55302901271095e-05,8.415143571041022e-05
Lámparas eléctricas y equipos de iluminación,0.0005489787003205674,0.0008583718321508448,7.68563024368493e-05,0.00013217280316653692,6.383223628833293e-05,0.004557671763549081,0.00166017484951926,8.869961533563752e-05,9.302904391797401e-07,4.5226427504738136e-05,0.0022887291627912017,0.0013751123907136834,4.0431853702811774e-06,1.466996461783436e-06,0.0027212426562067673,0.00045448265994080993,0.00031103903029959545,0.00011410370040554582,0.0004999953306576034,0.00025053437135140537,0.0001956472354398007,0.0014418786199255833,0.0002106392236711973,0.0003174079417678259,0.0006719559402998277,0.00040914889123155104,0.0,0.0009693626376252892,0.0,0.00036238390646201567,0.00014208397438395185,0.0016616418459810434,0.0002719668318540463,0.00040034691246085047,0.00023869105845261712,0.0009315427532324821,0.001344806390637328,0.0,0.00011761017975322329,0.0002303900053030133,0.0005797856260180195,0.0006499152129715691,3.935844165760439e-05,0.0003559792145922782,0.0,0.0007201879215311465,0.0016524820631952735,0.0002442370206861887,0.0,0.00031819511060097804,0.00017378541011907683,0.0002161494055032619,0.0005285123106586132,0.0001345700900675001,0.0001977582791287086,3.849971202143847e-05,0.0003354412641273101,0.0007300990927485614,0.0022064700197268086,6.000373332709323e-05,0.000330968713938946,0.0005479410686768669,0.00013954356587696101,0.0011301955423988635,0.0025828440631780274,0.00026166207622005535,0.0005262581453636776,0.0006752477372384637,0.0004917300579095065,0.00021679345273038637,0.0,2.8982125220599597e-06,0.0005361335361795856,0.0005320545704077975,3.0055537265806984e-06,6.869837089327311e-06,0.0,1.1771752095774403e-05,0.0,0.0,0.00014924005468533447,0.00576801540532343,0.0,5.367060226036962e-06,0.0001244442364410437,0.00030323890277108835,0.00016784586346892924,0.001178534864834703,1.3739674178654623e-05,0.00015224560841191513,0.00024051585892946971,0.0,0.026716796440393913,3.578040150691308e-08,2.1468240904147848e-07,0.3026971159314707,0.09397869155436898,0.22653892490842276,0.0022708389620377453,0.04299101114019223,0.0,5.009256210967832e-07,3.578040150691308e-07,1.0734120452073924e-07,0.0,1.2880944542488708e-06,0.0,0.0010320499010654008,0.0,0.0,0.09990349667909572,0.0,0.011147491430683292,0.003234584076626449,0.006549387813431398,0.0012795429382887187,0.0,0.00017714876786072665,0.00037372629373970715,0.0,0.12629533551300384,0.0,0.0035596490243167546
"Tubos y transmisores de radio, TV y telefonía",5.421430536976405e-05,1.1077442202956595e-05,1.156615288838115e-05,1.4107448452588841e-05,6.190335348711038e-06,0.0005507443617611126,9.959923768952445e-05,9.15518017362001e-06,6.516142472327409e-08,7.780274111958927e-05,0.00011588959387034297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03997011566739341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033036842334699965,0.0,0.0,0.0,0.0014783824041216425,0.008672138532146378,0.0,0.0,0.03993290849387642,0.0029286476534751923,0.033989013653468805,0.025340528718496978,0.0036373107280531602,0.0,0.0,0.25633673677970803,0.005630631291050476,0.02334225588722069,0.0,0.0,0.0,0.01620574407081535,0.0,0.0,0.0,0.0,0.0,0.0,0.1792980785264239,0.004122013985857234,0.006835270549909643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18799445710856735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1255000569185045,0.03490176231028007,0.002603166336982438
Receptores de radio y TV,9.827301398507278e-05,2.1838447552238396e-05,1.305559364535991e-05,2.429131666136662e-05,1.2026971115725494e-05,0.00019804939935961127,2.2787945271900936e-05,1.669533490406631e-05,1.582496199437565e-07,4.296477181472989e-05,5.2855373061214666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09857780275308446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008154602915701772,0.0,0.0015393731780028914,0.0,0.05783358960540536,0.0,0.0,0.0,3.1412549558835664e-05,0.0,0.0,0.0,0.058772484600531666,0.002467981947832855,0.5371538062079901,0.00014646002325794665,0.0,0.0,0.0,0.0,0.03591831186268427,0.0,0.0,0.0,0.007218477288924481,0.028425429732777317,0.05455394535688098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011763485498519138,0.0,0.0,0.0,0.0,0.0005848114705021521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074162893138541765,0.0006568941723865332,0.10620812467791257
